age,gender,religion,spokenLanguage,education,numberOfChildren,channel,goodPlace,goodPlaceScore,badPlace,badPlaceScore,teacherFriendly,choose,createdTime,travelTime,themeLevel
21,Male,Catholicism,Cantonese,University,4,Friends/Extended Family/Neighbour,Bio Lab,7,Basketball Court,7,Agree,Yes,28/01/2022,8,Strongly Dislike
58,Female,Hinduism,Filipino,University,0,Friends/Extended Family/Neighbour,Library,7,Basketball Court,9,Agree,Yes,28/01/2022,48,Strongly Like
39,Male,Islam,Mandarin,University,0,Social Media,Library,2,Bio Lab,2,Strongly Disagree,,29/01/2022,52,Strongly Dislike
35,Female,Catholicism,Filipino,Master or above,2,School Website,Bio Lab,4,Canteen,9,Neutral,Yes,29/01/2022,26,Strongly Like
46,Male,Sikhism,Cantonese,Master or above,5,Social Media,Chem Lab,6,Bio Lab,4,Neutral,No,29/01/2022,40,Strongly Dislike
58,Male,Hinduism,Filipino,Master or above,0,School Website,Chem Lab,1,Basketball Court,5,Strongly Disagree,No,28/01/2022,36,Normal
55,Male,Confucianism,Thai,University,2,School Website,Chem Lab,0,Basketball Court,9,Strongly Disagree,Yes,28/01/2022,18,Partly Dislike
47,Female,Islam,Indonesian,University,2,Newspaper/ Magazine,Hall,1,Bio Lab,5,Strongly Disagree,No,29/01/2022,59,Partly Dislike
52,Male,Chinese God,English,Primary School or below,2,Social Media,Canteen,9,Canteen,10,Disagree,Yes,28/01/2022,44,Strongly Dislike
52,Male,Catholicism,Filipino,University,0,Newspaper/ Magazine,Bio Lab,8,Phy Lab,7,Strongly Disagree,Yes,28/01/2022,10,Normal
23,Female,Buddhism,Cantonese,University,4,Social Media,Library,6,Chem Lab,5,Disagree,Yes,28/01/2022,21,Normal
26,Female,Confucianism,Indonesian,University,2,Newspaper/ Magazine,Library,2,VA room,0,Strongly Disagree,No,29/01/2022,57,Strongly Like
47,Male,Hinduism,Mandarin,Master or above,2,Social Media,Library,5,Library,10,Strongly Disagree,Yes,29/01/2022,53,Strongly Dislike
54,Male,Hinduism,Thai,Master or above,3,School Website,Bio Lab,5,Canteen,9,Agree,No,28/01/2022,23,Partly Like
41,Female,Catholicism,Filipino,Master or above,1,Friends/Extended Family/Neighbour,Basketball Court,8,Chem Lab,0,Agree,Yes,29/01/2022,6,Normal
42,Non-binary,Islam,Indonesian,Secondary School/Associate Degree/Diploma,3,School Website,Phy Lab,0,VA room,2,Strongly Disagree,Yes,28/01/2022,20,Normal
33,Male,Buddhism,Indonesian,Master or above,5,Newspaper/ Magazine,Library,8,Canteen,8,Agree,Yes,29/01/2022,43,Partly Dislike
29,Bigender,Taoism,Filipino,University,0,Newspaper/ Magazine,Bio Lab,7,Library,5,Disagree,Yes,28/01/2022,7,Strongly Dislike
47,Male,Chinese God,Thai,Master or above,0,Social Media,Basketball Court,7,VA room,6,Disagree,,29/01/2022,53,Strongly Like
38,Female,Buddhism,English,University,2,Social Media,Basketball Court,9,Library,1,Neutral,Yes,29/01/2022,15,Strongly Dislike
56,Female,Sikhism,English,University,3,Newspaper/ Magazine,VA room,3,Canteen,10,Disagree,Yes,28/01/2022,41,Strongly Like
29,Female,Protestantism,Mandarin,University,4,Social Media,Chem Lab,0,Library,9,Strongly Disagree,Yes,29/01/2022,48,Strongly Dislike
20,Female,Sikhism,Vietnamese,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Bio Lab,4,Basketball Court,9,Neutral,Yes,28/01/2022,52,Strongly Dislike
36,Agender,Islam,Filipino,Master or above,2,Newspaper/ Magazine,Basketball Court,7,Phy Lab,2,Strongly Agree,Yes,28/01/2022,13,Partly Like
45,Female,Hinduism,English,Primary School or below,4,Newspaper/ Magazine,Chem Lab,10,Chem Lab,2,Strongly Disagree,Yes,29/01/2022,36,Partly Like
24,Bigender,Sikhism,Mandarin,Primary School or below,1,Friends/Extended Family/Neighbour,Phy Lab,9,Chem Lab,0,Neutral,No,29/01/2022,22,Strongly Like
48,Female,Taoism,English,Secondary School/Associate Degree/Diploma,1,School Website,Phy Lab,0,Canteen,4,Agree,Yes,29/01/2022,5,Partly Like
53,Male,Sikhism,Cantonese,Master or above,3,School Website,Canteen,5,Chem Lab,6,Strongly Agree,No,29/01/2022,34,Partly Dislike
56,Male,Catholicism,Vietnamese,Primary School or below,0,Friends/Extended Family/Neighbour,Bio Lab,4,Canteen,7,Strongly Agree,Yes,29/01/2022,18,Normal
47,Female,Confucianism,Indonesian,Secondary School/Associate Degree/Diploma,2,School Website,VA room,6,Basketball Court,4,Agree,No,28/01/2022,30,Partly Dislike
22,Male,Sikhism,Cantonese,Secondary School/Associate Degree/Diploma,4,Social Media,Basketball Court,7,Bio Lab,10,Agree,Yes,28/01/2022,9,Strongly Dislike
40,Female,Protestantism,Indonesian,Primary School or below,4,Social Media,Basketball Court,5,VA room,3,Strongly Agree,Yes,29/01/2022,34,Partly Dislike
29,Male,Sikhism,Mandarin,Master or above,3,School Website,Bio Lab,5,Canteen,0,Strongly Disagree,Yes,28/01/2022,19,Strongly Dislike
49,Agender,Hinduism,English,Master or above,3,Friends/Extended Family/Neighbour,Library,4,VA room,5,Neutral,No,29/01/2022,11,Partly Dislike
45,Female,Hinduism,English,Master or above,5,Newspaper/ Magazine,Phy Lab,3,Library,7,Strongly Disagree,No,29/01/2022,19,Normal
56,Female,Hinduism,Thai,Master or above,5,Social Media,Chem Lab,6,Bio Lab,5,Strongly Disagree,Yes,28/01/2022,30,Strongly Dislike
39,Male,Protestantism,Vietnamese,Secondary School/Associate Degree/Diploma,3,School Website,Library,2,VA room,3,Agree,Yes,29/01/2022,60,Partly Dislike
41,Male,Chinese God,Thai,Primary School or below,2,Friends/Extended Family/Neighbour,Phy Lab,1,Basketball Court,1,Agree,No,29/01/2022,17,Strongly Dislike
44,Male,Taoism,Mandarin,Primary School or below,4,School Website,VA room,6,VA room,8,Strongly Agree,No,28/01/2022,9,Strongly Dislike
33,Male,Sikhism,Indonesian,Master or above,3,School Website,Basketball Court,5,Basketball Court,3,Strongly Disagree,No,28/01/2022,16,Strongly Like
25,Male,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,5,School Website,VA room,5,Phy Lab,9,Strongly Disagree,Yes,29/01/2022,41,Partly Dislike
29,Male,Buddhism,Cantonese,University,1,Friends/Extended Family/Neighbour,Basketball Court,6,Chem Lab,1,Neutral,Yes,29/01/2022,13,Normal
38,Female,Taoism,Thai,Primary School or below,3,Social Media,Bio Lab,9,VA room,3,Disagree,Yes,28/01/2022,12,Normal
37,Female,Islam,Mandarin,Master or above,2,Newspaper/ Magazine,Hall,9,Chem Lab,2,Disagree,No,29/01/2022,6,Normal
35,Female,Hinduism,English,Master or above,4,Social Media,Canteen,10,Bio Lab,3,Strongly Agree,No,28/01/2022,34,Normal
41,Male,Protestantism,Vietnamese,University,1,School Website,Hall,6,Hall,10,Strongly Agree,Yes,28/01/2022,7,Normal
35,Male,Protestantism,Indonesian,Primary School or below,2,Newspaper/ Magazine,Canteen,0,Basketball Court,2,Agree,No,28/01/2022,10,Normal
50,Female,Catholicism,Indonesian,University,0,Friends/Extended Family/Neighbour,Canteen,4,Bio Lab,6,Neutral,No,29/01/2022,55,Partly Dislike
49,Female,Confucianism,Mandarin,Primary School or below,4,School Website,Bio Lab,10,Chem Lab,7,Strongly Disagree,No,29/01/2022,36,Partly Dislike
55,Genderfluid,Chinese God,English,Primary School or below,0,Newspaper/ Magazine,Canteen,2,Canteen,1,Strongly Disagree,No,28/01/2022,32,Partly Dislike
30,Female,Catholicism,English,Primary School or below,3,Friends/Extended Family/Neighbour,Canteen,6,Bio Lab,0,Agree,Yes,28/01/2022,27,Strongly Like
22,Female,Chinese God,Thai,Master or above,0,Friends/Extended Family/Neighbour,Basketball Court,1,Chem Lab,6,Strongly Agree,No,29/01/2022,31,Strongly Like
23,Female,Sikhism,Filipino,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Bio Lab,2,Chem Lab,9,Strongly Agree,No,29/01/2022,49,Strongly Dislike
29,Male,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,2,Social Media,Bio Lab,9,Phy Lab,7,Strongly Agree,Yes,28/01/2022,33,Partly Like
43,Female,Hinduism,Vietnamese,Secondary School/Associate Degree/Diploma,1,School Website,Basketball Court,0,Basketball Court,3,Disagree,No,28/01/2022,39,Partly Like
51,Female,Taoism,Thai,University,1,Newspaper/ Magazine,Canteen,1,Library,4,Strongly Agree,,29/01/2022,36,Normal
60,Male,Catholicism,Cantonese,University,3,Social Media,Chem Lab,2,Chem Lab,1,Disagree,Yes,28/01/2022,49,Partly Like
53,Male,Chinese God,English,Secondary School/Associate Degree/Diploma,4,Social Media,Library,0,Chem Lab,0,Strongly Disagree,Yes,28/01/2022,19,Strongly Like
30,Female,Hinduism,Filipino,Master or above,3,Social Media,Chem Lab,1,Basketball Court,4,Agree,No,28/01/2022,54,Strongly Like
43,Female,Sikhism,Thai,University,2,Newspaper/ Magazine,Chem Lab,2,Phy Lab,1,Neutral,No,29/01/2022,28,Normal
45,Female,Sikhism,Indonesian,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Hall,10,VA room,5,Neutral,Yes,29/01/2022,42,Partly Like
43,Bigender,Catholicism,Vietnamese,University,3,Social Media,Chem Lab,3,Basketball Court,6,Neutral,No,29/01/2022,24,Partly Like
33,Male,Protestantism,Filipino,University,4,Newspaper/ Magazine,Phy Lab,7,Basketball Court,2,Disagree,No,29/01/2022,17,Partly Like
21,Female,Islam,Indonesian,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Bio Lab,0,Library,2,Strongly Disagree,,28/01/2022,16,Partly Dislike
48,Male,Protestantism,Thai,Master or above,3,School Website,Phy Lab,10,Basketball Court,2,Strongly Disagree,No,29/01/2022,10,Partly Like
43,Female,Chinese God,English,Secondary School/Associate Degree/Diploma,5,School Website,Basketball Court,2,Bio Lab,4,Strongly Disagree,No,29/01/2022,24,Partly Like
40,Male,Chinese God,English,University,2,School Website,Chem Lab,6,Phy Lab,0,Strongly Disagree,,29/01/2022,23,Partly Dislike
39,Female,Sikhism,Indonesian,Primary School or below,1,School Website,Library,10,Phy Lab,1,Disagree,,29/01/2022,22,Partly Like
50,Male,Sikhism,Filipino,University,1,Newspaper/ Magazine,Library,0,Canteen,1,Strongly Disagree,No,29/01/2022,31,Strongly Like
32,Male,Sikhism,Vietnamese,University,4,Newspaper/ Magazine,Chem Lab,10,Phy Lab,0,Neutral,Yes,29/01/2022,31,Strongly Dislike
34,Female,Hinduism,Indonesian,Primary School or below,0,School Website,Phy Lab,1,Hall,0,Disagree,No,29/01/2022,11,Normal
47,Female,Protestantism,Thai,Master or above,2,Friends/Extended Family/Neighbour,Canteen,4,Library,10,Disagree,No,28/01/2022,21,Normal
40,Female,Protestantism,Filipino,University,1,Friends/Extended Family/Neighbour,Basketball Court,0,Bio Lab,5,Disagree,,28/01/2022,60,Partly Dislike
22,Female,Confucianism,Vietnamese,Master or above,4,Social Media,VA room,4,VA room,1,Strongly Agree,No,28/01/2022,30,Normal
40,Male,Confucianism,Mandarin,Master or above,5,School Website,Hall,5,Canteen,5,Agree,No,29/01/2022,39,Normal
55,Male,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Phy Lab,3,VA room,6,Neutral,,29/01/2022,20,Partly Dislike
43,Female,Protestantism,Indonesian,Primary School or below,5,Newspaper/ Magazine,Canteen,3,VA room,7,Agree,Yes,28/01/2022,36,Partly Dislike
51,Male,Sikhism,Filipino,University,2,School Website,Hall,7,VA room,6,Neutral,Yes,29/01/2022,8,Strongly Dislike
39,Female,Protestantism,Indonesian,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,VA room,4,Hall,0,Disagree,No,29/01/2022,55,Strongly Like
26,Female,Protestantism,Cantonese,University,4,Social Media,Phy Lab,5,Library,7,Strongly Disagree,No,29/01/2022,19,Normal
60,Male,Buddhism,English,Master or above,2,Social Media,Chem Lab,10,Library,10,Neutral,Yes,28/01/2022,57,Strongly Dislike
32,Male,Confucianism,Cantonese,Secondary School/Associate Degree/Diploma,0,School Website,VA room,8,Phy Lab,7,Strongly Disagree,Yes,28/01/2022,36,Partly Dislike
42,Agender,Islam,Vietnamese,Master or above,0,Social Media,Phy Lab,0,Phy Lab,2,Strongly Disagree,Yes,28/01/2022,55,Partly Like
53,Male,Chinese God,Mandarin,University,2,Newspaper/ Magazine,Basketball Court,9,Chem Lab,4,Agree,Yes,29/01/2022,20,Partly Like
33,Female,Confucianism,Indonesian,University,2,School Website,Basketball Court,9,Hall,2,Strongly Agree,Yes,29/01/2022,46,Normal
28,Female,Taoism,Vietnamese,University,4,School Website,Library,4,Phy Lab,3,Strongly Disagree,No,29/01/2022,16,Normal
35,Male,Chinese God,Vietnamese,Master or above,0,Social Media,Canteen,10,Phy Lab,0,Disagree,Yes,29/01/2022,8,Strongly Dislike
20,Male,Sikhism,Thai,Master or above,2,School Website,Canteen,0,Hall,7,Strongly Agree,Yes,29/01/2022,15,Partly Like
44,Male,Buddhism,Indonesian,University,2,Social Media,Phy Lab,1,Canteen,2,Strongly Agree,Yes,29/01/2022,29,Partly Dislike
24,Male,Islam,Mandarin,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Basketball Court,5,Hall,4,Agree,Yes,29/01/2022,28,Normal
37,Female,Islam,English,Master or above,4,School Website,Phy Lab,5,Basketball Court,3,Neutral,No,29/01/2022,25,Partly Dislike
41,Male,Hinduism,Filipino,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Canteen,0,Canteen,5,Agree,,28/01/2022,45,Strongly Like
34,Female,Sikhism,Mandarin,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Bio Lab,7,Library,6,Strongly Disagree,Yes,29/01/2022,27,Normal
25,Female,Chinese God,Vietnamese,Primary School or below,3,Friends/Extended Family/Neighbour,Hall,5,VA room,10,Agree,No,29/01/2022,35,Partly Like
35,Male,Buddhism,Thai,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Chem Lab,5,Library,4,Agree,,29/01/2022,31,Partly Like
55,Male,Protestantism,Mandarin,Master or above,4,Friends/Extended Family/Neighbour,Basketball Court,3,Canteen,4,Strongly Agree,Yes,29/01/2022,14,Partly Dislike
57,Male,Islam,Thai,Primary School or below,3,School Website,Bio Lab,0,VA room,8,Strongly Agree,,29/01/2022,39,Partly Like
41,Female,Chinese God,Indonesian,Secondary School/Associate Degree/Diploma,0,Social Media,Library,0,Bio Lab,6,Disagree,No,29/01/2022,33,Normal
51,Male,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Bio Lab,2,Canteen,3,Agree,Yes,29/01/2022,38,Strongly Like
20,Female,Taoism,Indonesian,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Phy Lab,8,VA room,4,Agree,,28/01/2022,59,Strongly Dislike
23,Male,Sikhism,Cantonese,Primary School or below,4,School Website,Phy Lab,8,Chem Lab,9,Strongly Agree,No,29/01/2022,34,Partly Dislike
51,Male,Confucianism,Thai,University,1,Friends/Extended Family/Neighbour,Library,5,Library,6,Strongly Disagree,Yes,28/01/2022,40,Normal
43,Female,Sikhism,Mandarin,Secondary School/Associate Degree/Diploma,0,Social Media,Chem Lab,4,Canteen,0,Agree,Yes,29/01/2022,33,Strongly Like
40,Male,Sikhism,Indonesian,Master or above,3,School Website,Canteen,4,Library,1,Neutral,No,28/01/2022,28,Strongly Like
40,Male,Catholicism,Filipino,Master or above,5,Newspaper/ Magazine,Bio Lab,0,Bio Lab,6,Disagree,Yes,29/01/2022,47,Strongly Dislike
34,Female,Hinduism,Vietnamese,University,4,School Website,Phy Lab,3,Hall,6,Agree,No,29/01/2022,48,Strongly Dislike
37,Female,Sikhism,Thai,Secondary School/Associate Degree/Diploma,4,Social Media,Phy Lab,3,Phy Lab,10,Strongly Agree,Yes,29/01/2022,19,Normal
40,Male,Chinese God,Indonesian,University,3,Friends/Extended Family/Neighbour,VA room,4,VA room,2,Neutral,Yes,28/01/2022,25,Strongly Like
46,Male,Confucianism,Mandarin,Primary School or below,1,Newspaper/ Magazine,Canteen,5,Hall,10,Strongly Agree,No,29/01/2022,9,Strongly Like
40,Female,Protestantism,Vietnamese,University,3,Newspaper/ Magazine,Chem Lab,0,Library,6,Disagree,No,28/01/2022,8,Normal
32,Male,Islam,Vietnamese,Master or above,4,Friends/Extended Family/Neighbour,Library,4,Basketball Court,9,Disagree,,28/01/2022,6,Partly Like
45,Female,Hinduism,English,Master or above,5,Social Media,Chem Lab,5,Bio Lab,8,Strongly Agree,No,29/01/2022,42,Strongly Dislike
37,Female,Islam,Mandarin,University,5,School Website,Bio Lab,3,Library,2,Agree,Yes,28/01/2022,18,Partly Dislike
19,Female,Hinduism,Cantonese,Master or above,1,Social Media,Basketball Court,0,Hall,1,Neutral,No,29/01/2022,13,Partly Like
32,Female,Taoism,English,Primary School or below,2,Friends/Extended Family/Neighbour,Bio Lab,1,Chem Lab,4,Strongly Disagree,,28/01/2022,7,Partly Dislike
43,Female,Islam,Mandarin,University,1,Social Media,Phy Lab,7,Chem Lab,6,Agree,Yes,28/01/2022,56,Strongly Like
56,Female,Chinese God,Indonesian,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Chem Lab,9,Chem Lab,3,Strongly Agree,Yes,28/01/2022,26,Partly Dislike
24,Female,Hinduism,Vietnamese,University,1,Social Media,Basketball Court,4,Bio Lab,5,Disagree,Yes,28/01/2022,37,Strongly Like
33,Female,Catholicism,English,Primary School or below,4,School Website,Basketball Court,2,Canteen,2,Disagree,No,29/01/2022,37,Normal
59,Male,Sikhism,Cantonese,Primary School or below,5,Friends/Extended Family/Neighbour,Basketball Court,3,Phy Lab,0,Strongly Agree,Yes,28/01/2022,41,Partly Like
19,Female,Buddhism,Filipino,Master or above,0,School Website,VA room,7,Basketball Court,1,Neutral,No,29/01/2022,24,Strongly Dislike
21,Male,Hinduism,Filipino,Primary School or below,4,Newspaper/ Magazine,Chem Lab,10,Chem Lab,10,Disagree,No,28/01/2022,46,Strongly Dislike
39,Bigender,Protestantism,English,University,3,School Website,Basketball Court,7,Phy Lab,9,Strongly Agree,No,28/01/2022,35,Strongly Dislike
28,Genderqueer,Sikhism,English,Master or above,5,Social Media,Library,10,Library,4,Neutral,,28/01/2022,43,Strongly Like
59,Female,Chinese God,Indonesian,Secondary School/Associate Degree/Diploma,5,Social Media,Bio Lab,0,Bio Lab,2,Strongly Disagree,No,29/01/2022,56,Strongly Like
23,Male,Protestantism,Indonesian,University,3,School Website,Chem Lab,3,Bio Lab,5,Strongly Disagree,No,28/01/2022,27,Partly Like
51,Male,Hinduism,English,University,4,School Website,Canteen,7,Chem Lab,4,Disagree,No,28/01/2022,32,Partly Like
59,Male,Hinduism,Thai,Secondary School/Associate Degree/Diploma,0,School Website,Library,5,VA room,6,Strongly Disagree,Yes,29/01/2022,40,Partly Like
60,Male,Hinduism,Cantonese,Master or above,5,Friends/Extended Family/Neighbour,Basketball Court,0,Hall,0,Agree,Yes,28/01/2022,36,Strongly Like
46,Female,Catholicism,Cantonese,University,3,Social Media,Phy Lab,0,Library,2,Agree,Yes,29/01/2022,25,Partly Dislike
31,Female,Catholicism,Indonesian,Master or above,4,Newspaper/ Magazine,Basketball Court,2,Chem Lab,3,Strongly Disagree,Yes,28/01/2022,33,Partly Dislike
42,Male,Hinduism,English,Secondary School/Associate Degree/Diploma,4,Social Media,Chem Lab,8,Library,4,Strongly Disagree,Yes,29/01/2022,49,Normal
37,Male,Islam,Filipino,Secondary School/Associate Degree/Diploma,4,School Website,Phy Lab,6,Chem Lab,7,Disagree,No,29/01/2022,5,Normal
30,Genderqueer,Catholicism,Mandarin,University,0,School Website,Phy Lab,6,Hall,10,Strongly Agree,,29/01/2022,55,Partly Dislike
23,Male,Sikhism,English,Master or above,3,School Website,Basketball Court,9,Bio Lab,8,Neutral,Yes,28/01/2022,38,Normal
58,Male,Sikhism,Filipino,Master or above,4,Social Media,Canteen,4,Chem Lab,1,Disagree,,29/01/2022,29,Strongly Dislike
39,Female,Protestantism,Indonesian,Primary School or below,5,School Website,Basketball Court,0,Phy Lab,6,Strongly Disagree,No,28/01/2022,55,Partly Dislike
38,Female,Taoism,Vietnamese,Master or above,3,Social Media,VA room,10,Hall,8,Agree,Yes,28/01/2022,40,Normal
20,Genderqueer,Chinese God,Mandarin,Master or above,3,Social Media,Canteen,1,Bio Lab,7,Disagree,,29/01/2022,13,Partly Like
32,Female,Hinduism,Mandarin,University,2,Newspaper/ Magazine,Hall,4,Bio Lab,7,Neutral,Yes,28/01/2022,24,Strongly Dislike
23,Non-binary,Sikhism,Filipino,Primary School or below,3,Social Media,Library,9,Hall,5,Strongly Agree,Yes,29/01/2022,53,Normal
57,Female,Confucianism,Mandarin,Master or above,0,Newspaper/ Magazine,Library,5,Bio Lab,9,Strongly Agree,,28/01/2022,24,Partly Dislike
45,Female,Protestantism,Thai,Master or above,2,School Website,Basketball Court,10,Basketball Court,1,Strongly Agree,Yes,29/01/2022,37,Normal
28,Male,Catholicism,Filipino,University,4,Social Media,Phy Lab,1,Basketball Court,2,Neutral,No,29/01/2022,16,Strongly Like
57,Female,Catholicism,Mandarin,Primary School or below,0,Social Media,Library,7,Hall,9,Disagree,Yes,29/01/2022,33,Normal
50,Female,Hinduism,Cantonese,Primary School or below,5,Newspaper/ Magazine,Phy Lab,4,Canteen,4,Strongly Disagree,Yes,29/01/2022,48,Partly Like
42,Male,Chinese God,English,Master or above,0,Friends/Extended Family/Neighbour,Chem Lab,0,Basketball Court,7,Neutral,No,29/01/2022,55,Partly Like
46,Female,Confucianism,English,Master or above,2,Newspaper/ Magazine,Chem Lab,2,Canteen,0,Strongly Disagree,Yes,28/01/2022,43,Normal
55,Male,Confucianism,Cantonese,Secondary School/Associate Degree/Diploma,3,Social Media,Hall,8,Basketball Court,4,Agree,,28/01/2022,51,Partly Like
57,Male,Chinese God,Filipino,Primary School or below,1,Social Media,Canteen,5,Bio Lab,9,Strongly Disagree,No,28/01/2022,49,Normal
37,Non-binary,Islam,English,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Canteen,1,VA room,3,Agree,No,28/01/2022,59,Normal
25,Male,Taoism,Filipino,Primary School or below,4,Social Media,Library,5,Basketball Court,1,Strongly Agree,Yes,29/01/2022,25,Partly Dislike
48,Non-binary,Chinese God,English,Primary School or below,2,Friends/Extended Family/Neighbour,Library,0,Chem Lab,8,Strongly Agree,Yes,28/01/2022,49,Strongly Dislike
55,Male,Sikhism,Cantonese,Primary School or below,3,Social Media,VA room,10,Phy Lab,2,Disagree,,28/01/2022,30,Partly Like
53,Male,Taoism,Indonesian,Primary School or below,3,Friends/Extended Family/Neighbour,Canteen,3,VA room,8,Strongly Agree,Yes,28/01/2022,27,Strongly Dislike
56,Male,Islam,Indonesian,Primary School or below,1,School Website,Library,5,Library,7,Neutral,,28/01/2022,17,Partly Dislike
22,Female,Islam,Indonesian,Primary School or below,4,Friends/Extended Family/Neighbour,Hall,0,VA room,8,Disagree,,29/01/2022,7,Strongly Dislike
33,Male,Buddhism,Vietnamese,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Bio Lab,5,Chem Lab,6,Neutral,,29/01/2022,20,Partly Dislike
33,Female,Buddhism,Cantonese,Primary School or below,1,Newspaper/ Magazine,VA room,8,Bio Lab,8,Strongly Disagree,Yes,28/01/2022,35,Strongly Like
36,Male,Catholicism,English,Master or above,4,School Website,Hall,10,Phy Lab,10,Agree,Yes,28/01/2022,11,Strongly Dislike
54,Male,Sikhism,Cantonese,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Phy Lab,10,Chem Lab,5,Strongly Agree,No,28/01/2022,38,Partly Dislike
33,Male,Chinese God,Filipino,Primary School or below,3,Social Media,Canteen,10,Hall,6,Disagree,Yes,28/01/2022,56,Strongly Like
23,Male,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,2,School Website,Library,5,Phy Lab,7,Strongly Disagree,No,29/01/2022,36,Strongly Like
43,Genderqueer,Buddhism,English,University,1,Social Media,Basketball Court,2,Bio Lab,1,Disagree,Yes,28/01/2022,45,Strongly Like
58,Male,Hinduism,Vietnamese,Master or above,4,Social Media,Basketball Court,2,Chem Lab,8,Strongly Disagree,Yes,29/01/2022,37,Normal
51,Female,Chinese God,Vietnamese,University,0,Newspaper/ Magazine,VA room,10,Hall,6,Disagree,Yes,28/01/2022,22,Strongly Like
59,Male,Hinduism,Filipino,Master or above,2,Social Media,Hall,6,VA room,3,Strongly Disagree,,28/01/2022,57,Normal
39,Female,Protestantism,Indonesian,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Chem Lab,6,Hall,10,Disagree,No,28/01/2022,45,Strongly Dislike
23,Female,Catholicism,Vietnamese,Master or above,1,Friends/Extended Family/Neighbour,VA room,6,Canteen,1,Strongly Agree,No,28/01/2022,24,Partly Dislike
43,Male,Confucianism,Filipino,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Canteen,1,Library,5,Strongly Disagree,,29/01/2022,25,Partly Like
60,Male,Confucianism,Thai,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,VA room,4,Chem Lab,7,Disagree,No,28/01/2022,28,Partly Like
57,Male,Catholicism,Vietnamese,University,5,Friends/Extended Family/Neighbour,Library,4,Library,9,Strongly Disagree,Yes,28/01/2022,19,Partly Like
52,Female,Hinduism,Filipino,Primary School or below,1,School Website,Library,2,Hall,7,Strongly Disagree,,28/01/2022,54,Partly Like
51,Male,Sikhism,Cantonese,Master or above,5,School Website,Library,5,Phy Lab,0,Strongly Agree,,29/01/2022,12,Strongly Like
43,Male,Chinese God,Indonesian,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,VA room,0,Canteen,7,Neutral,No,28/01/2022,11,Strongly Dislike
45,Female,Taoism,Mandarin,Secondary School/Associate Degree/Diploma,3,School Website,VA room,10,Chem Lab,9,Strongly Agree,Yes,28/01/2022,13,Normal
52,Genderfluid,Sikhism,Indonesian,Master or above,1,School Website,Chem Lab,1,Bio Lab,5,Disagree,Yes,29/01/2022,12,Strongly Like
57,Male,Protestantism,Filipino,Primary School or below,5,School Website,Phy Lab,7,Library,5,Agree,Yes,28/01/2022,19,Partly Like
23,Female,Confucianism,English,Secondary School/Associate Degree/Diploma,2,Social Media,Hall,7,Phy Lab,0,Neutral,No,28/01/2022,33,Normal
26,Male,Sikhism,Indonesian,Master or above,5,Social Media,VA room,2,Chem Lab,3,Neutral,,29/01/2022,25,Partly Like
19,Male,Taoism,English,Master or above,1,Newspaper/ Magazine,Basketball Court,1,Library,9,Neutral,No,28/01/2022,5,Strongly Like
37,Female,Sikhism,Thai,Master or above,5,School Website,Bio Lab,1,Hall,3,Strongly Agree,No,29/01/2022,34,Strongly Like
50,Male,Protestantism,English,Primary School or below,5,Newspaper/ Magazine,Phy Lab,10,Basketball Court,4,Strongly Disagree,No,28/01/2022,11,Normal
22,Male,Taoism,Cantonese,Master or above,2,Friends/Extended Family/Neighbour,Canteen,3,Bio Lab,3,Disagree,No,29/01/2022,53,Strongly Like
35,Male,Taoism,Thai,Master or above,4,School Website,Library,6,Bio Lab,2,Strongly Agree,Yes,29/01/2022,47,Strongly Like
31,Female,Catholicism,Mandarin,Secondary School/Associate Degree/Diploma,3,Social Media,Library,0,Chem Lab,7,Strongly Agree,Yes,29/01/2022,42,Normal
31,Female,Buddhism,Thai,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Basketball Court,7,Hall,2,Neutral,,28/01/2022,59,Strongly Like
