age,gender,religion,spokenLanguage,education,numberOfChildren,channel,goodPlace,goodPlaceScore,badPlace,badPlaceScore,teacherFriendly,choose,createdTime
19,Male,Sikhism,Vietnamese,University,1,Social Media,Canteen,8,VA room,8,Strongly Disagree,No,28/01/2023
54,Female,Confucianism,Cantonese,Master or above,0,School Website,Basketball Court,5,Basketball Court,4,Strongly Disagree,Yes,28/01/2023
32,Female,Islam,English,Primary School or below,3,School Website,Phy Lab,10,Basketball Court,3,Agree,No,29/01/2023
35,Male,Chinese God,Mandarin,University,5,Newspaper/ Magazine,Canteen,9,Chem Lab,7,Agree,,28/01/2023
22,Female,Islam,Filipino,Secondary School/Associate Degree/Diploma,3,Social Media,Hall,4,Phy Lab,2,Agree,No,29/01/2023
39,Male,Taoism,Cantonese,University,3,Newspaper/ Magazine,Chem Lab,7,Library,5,Strongly Agree,No,29/01/2023
30,Female,Taoism,Cantonese,Secondary School/Associate Degree/Diploma,4,School Website,Canteen,8,Library,10,Disagree,Yes,28/01/2023
45,Female,Buddhism,English,Master or above,1,Newspaper/ Magazine,Phy Lab,4,VA room,4,Strongly Disagree,No,28/01/2023
23,Female,Buddhism,Indonesian,Primary School or below,2,Newspaper/ Magazine,Chem Lab,2,VA room,2,Agree,Yes,29/01/2023
35,Male,Sikhism,Indonesian,Primary School or below,5,Social Media,Basketball Court,8,Phy Lab,3,Agree,No,29/01/2023
58,Female,Chinese God,Indonesian,Primary School or below,4,School Website,Library,9,Bio Lab,8,Strongly Agree,No,28/01/2023
35,Polygender,Confucianism,Cantonese,Secondary School/Associate Degree/Diploma,1,Social Media,Hall,5,Bio Lab,4,Disagree,Yes,28/01/2023
59,Female,Protestantism,Indonesian,Primary School or below,5,Social Media,Phy Lab,0,Library,1,Disagree,Yes,29/01/2023
29,Male,Sikhism,Indonesian,University,3,Social Media,Phy Lab,3,VA room,6,Strongly Disagree,No,29/01/2023
47,Female,Sikhism,Filipino,Secondary School/Associate Degree/Diploma,5,School Website,Hall,4,Library,8,Strongly Agree,Yes,28/01/2023
53,Male,Buddhism,English,Primary School or below,1,Newspaper/ Magazine,Basketball Court,4,Basketball Court,2,Agree,No,29/01/2023
44,Male,Taoism,Filipino,University,5,School Website,Phy Lab,6,Bio Lab,6,Neutral,No,28/01/2023
29,Male,Taoism,Vietnamese,Master or above,5,Newspaper/ Magazine,Basketball Court,8,Canteen,9,Neutral,,29/01/2023
36,Female,Protestantism,Indonesian,Primary School or below,0,School Website,Library,2,Hall,4,Neutral,No,28/01/2023
32,Female,Protestantism,Mandarin,Secondary School/Associate Degree/Diploma,1,Social Media,Library,10,VA room,2,Strongly Disagree,Yes,29/01/2023
31,Male,Buddhism,Vietnamese,University,4,School Website,Hall,8,Basketball Court,1,Neutral,Yes,29/01/2023
35,Male,Hinduism,Mandarin,University,1,Newspaper/ Magazine,Library,10,Basketball Court,1,Disagree,No,28/01/2023
24,Genderqueer,Taoism,Cantonese,Master or above,2,Friends/Extended Family/Neighbour,Hall,9,Bio Lab,3,Neutral,Yes,28/01/2023
26,Female,Protestantism,Mandarin,University,3,Social Media,Canteen,0,VA room,10,Strongly Agree,No,28/01/2023
50,Female,Protestantism,English,University,2,Social Media,Chem Lab,6,VA room,5,Disagree,Yes,28/01/2023
21,Female,Islam,Thai,Primary School or below,0,Social Media,Chem Lab,7,Bio Lab,5,Neutral,No,29/01/2023
40,Male,Hinduism,Thai,Secondary School/Associate Degree/Diploma,1,Social Media,VA room,4,Chem Lab,10,Neutral,No,28/01/2023
50,Genderfluid,Islam,Thai,Master or above,4,Newspaper/ Magazine,VA room,2,VA room,2,Strongly Disagree,Yes,29/01/2023
52,Genderqueer,Taoism,Indonesian,Master or above,1,Friends/Extended Family/Neighbour,Hall,2,Basketball Court,3,Agree,No,29/01/2023
19,Male,Chinese God,Indonesian,Primary School or below,3,Newspaper/ Magazine,Phy Lab,3,Canteen,0,Strongly Disagree,No,28/01/2023
39,Male,Confucianism,Indonesian,Master or above,5,School Website,Bio Lab,6,VA room,5,Neutral,No,29/01/2023
36,Male,Buddhism,English,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Phy Lab,2,Canteen,0,Agree,No,28/01/2023
52,Female,Sikhism,Vietnamese,Primary School or below,3,Friends/Extended Family/Neighbour,Canteen,6,Basketball Court,1,Agree,Yes,29/01/2023
36,Male,Taoism,Thai,University,4,Social Media,Hall,4,Hall,2,Neutral,Yes,28/01/2023
42,Female,Catholicism,Indonesian,Master or above,0,Social Media,Library,7,Bio Lab,3,Disagree,Yes,29/01/2023
48,Male,Taoism,English,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Phy Lab,8,Phy Lab,4,Neutral,,29/01/2023
24,Male,Chinese God,Mandarin,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Hall,2,Chem Lab,7,Neutral,Yes,29/01/2023
22,Female,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Bio Lab,8,Bio Lab,2,Disagree,No,28/01/2023
19,Male,Catholicism,Vietnamese,University,5,Friends/Extended Family/Neighbour,Bio Lab,9,VA room,0,Disagree,,29/01/2023
60,Female,Catholicism,Cantonese,Primary School or below,2,Friends/Extended Family/Neighbour,VA room,2,Chem Lab,6,Strongly Disagree,Yes,29/01/2023
18,Female,Protestantism,Cantonese,Primary School or below,3,Social Media,Phy Lab,1,Chem Lab,4,Agree,Yes,29/01/2023
48,Male,Islam,Filipino,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Hall,4,VA room,9,Strongly Disagree,Yes,28/01/2023
37,Female,Hinduism,Cantonese,University,2,Social Media,Phy Lab,1,Hall,10,Strongly Disagree,No,29/01/2023
28,Agender,Chinese God,Indonesian,University,4,Friends/Extended Family/Neighbour,Chem Lab,10,Basketball Court,10,Strongly Agree,Yes,28/01/2023
60,Male,Protestantism,Mandarin,Master or above,5,Social Media,Bio Lab,0,VA room,2,Neutral,Yes,29/01/2023
27,Female,Buddhism,Filipino,University,2,School Website,Bio Lab,7,Canteen,2,Strongly Agree,No,28/01/2023
18,Female,Buddhism,Mandarin,Master or above,0,Newspaper/ Magazine,VA room,5,VA room,8,Strongly Agree,No,28/01/2023
48,Female,Taoism,Mandarin,Master or above,0,Newspaper/ Magazine,Basketball Court,10,Library,6,Disagree,No,28/01/2023
29,Male,Taoism,Mandarin,Primary School or below,5,Social Media,VA room,4,Library,8,Neutral,No,28/01/2023
45,Female,Chinese God,Indonesian,Master or above,5,Newspaper/ Magazine,VA room,9,Chem Lab,0,Agree,,29/01/2023
49,Agender,Confucianism,Cantonese,University,1,Social Media,Chem Lab,2,VA room,9,Strongly Disagree,,28/01/2023
43,Male,Sikhism,Indonesian,Master or above,1,Social Media,Hall,6,VA room,10,Strongly Disagree,No,29/01/2023
41,Male,Chinese God,Thai,Primary School or below,1,Friends/Extended Family/Neighbour,Bio Lab,10,Phy Lab,0,Disagree,No,28/01/2023
19,Female,Confucianism,Filipino,Secondary School/Associate Degree/Diploma,3,School Website,Hall,6,VA room,1,Strongly Agree,No,28/01/2023
49,Male,Taoism,Thai,Primary School or below,3,Newspaper/ Magazine,Bio Lab,4,Hall,4,Disagree,,29/01/2023
27,Female,Taoism,Cantonese,Primary School or below,4,Friends/Extended Family/Neighbour,Chem Lab,3,Hall,5,Strongly Disagree,Yes,28/01/2023
27,Male,Catholicism,Mandarin,Master or above,4,Friends/Extended Family/Neighbour,Phy Lab,3,Library,1,Strongly Agree,No,29/01/2023
31,Non-binary,Hinduism,Indonesian,Primary School or below,4,Newspaper/ Magazine,Basketball Court,1,VA room,3,Agree,No,29/01/2023
49,Male,Protestantism,English,University,2,School Website,Canteen,2,Phy Lab,5,Strongly Disagree,No,28/01/2023
35,Male,Sikhism,Filipino,Secondary School/Associate Degree/Diploma,4,School Website,Bio Lab,9,VA room,5,Agree,,29/01/2023
57,Female,Islam,Mandarin,Primary School or below,0,School Website,VA room,4,VA room,5,Disagree,Yes,28/01/2023
37,Female,Confucianism,Thai,University,0,Friends/Extended Family/Neighbour,Canteen,1,Hall,5,Strongly Disagree,No,28/01/2023
55,Female,Hinduism,Filipino,Secondary School/Associate Degree/Diploma,4,Social Media,Chem Lab,2,VA room,4,Strongly Disagree,No,28/01/2023
47,Female,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Basketball Court,0,Chem Lab,7,Strongly Agree,No,29/01/2023
37,Male,Taoism,Thai,University,1,Social Media,Basketball Court,0,Phy Lab,1,Strongly Disagree,No,28/01/2023
45,Female,Catholicism,English,Secondary School/Associate Degree/Diploma,0,Social Media,Basketball Court,7,Hall,2,Neutral,Yes,28/01/2023
59,Male,Chinese God,English,University,5,School Website,Bio Lab,3,Library,2,Neutral,Yes,29/01/2023
59,Female,Confucianism,Indonesian,Primary School or below,0,School Website,Library,8,Library,7,Strongly Disagree,Yes,28/01/2023
35,Female,Protestantism,Cantonese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Canteen,9,Hall,7,Strongly Disagree,Yes,29/01/2023
60,Female,Islam,Filipino,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Basketball Court,10,Bio Lab,3,Neutral,No,28/01/2023
37,Male,Islam,English,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Phy Lab,9,Basketball Court,0,Disagree,No,28/01/2023
18,Male,Protestantism,Filipino,University,1,Friends/Extended Family/Neighbour,Bio Lab,0,VA room,3,Strongly Disagree,No,29/01/2023
47,Female,Confucianism,Indonesian,University,1,Social Media,Canteen,1,Basketball Court,10,Agree,,28/01/2023
20,Male,Islam,Filipino,University,0,School Website,Phy Lab,2,Library,2,Strongly Agree,Yes,28/01/2023
27,Female,Hinduism,Mandarin,University,5,Social Media,Bio Lab,5,VA room,8,Disagree,,28/01/2023
52,Male,Buddhism,Filipino,Primary School or below,3,Social Media,VA room,4,Chem Lab,1,Strongly Agree,Yes,28/01/2023
27,Male,Buddhism,English,Primary School or below,0,Newspaper/ Magazine,Phy Lab,7,VA room,5,Disagree,Yes,29/01/2023
21,Male,Hinduism,Mandarin,University,1,Newspaper/ Magazine,Canteen,2,Chem Lab,6,Strongly Agree,No,28/01/2023
50,Female,Protestantism,Vietnamese,Master or above,4,Friends/Extended Family/Neighbour,VA room,3,Bio Lab,4,Neutral,Yes,28/01/2023
56,Male,Islam,English,Master or above,0,School Website,Library,5,Phy Lab,1,Strongly Disagree,No,28/01/2023
33,Female,Confucianism,Mandarin,University,4,Social Media,VA room,0,Canteen,9,Agree,No,29/01/2023
50,Male,Taoism,Indonesian,Primary School or below,3,Social Media,Phy Lab,0,Bio Lab,5,Strongly Agree,No,28/01/2023
51,Male,Confucianism,Indonesian,Primary School or below,4,School Website,Chem Lab,9,Hall,3,Disagree,Yes,28/01/2023
50,Female,Chinese God,Thai,University,4,Newspaper/ Magazine,Library,7,Chem Lab,5,Disagree,Yes,29/01/2023
18,Female,Catholicism,Cantonese,University,1,School Website,VA room,0,Bio Lab,2,Neutral,Yes,28/01/2023
57,Non-binary,Taoism,Cantonese,Primary School or below,4,Social Media,Bio Lab,1,Chem Lab,7,Agree,No,28/01/2023
48,Female,Catholicism,Cantonese,University,4,School Website,Hall,6,Library,4,Strongly Disagree,Yes,28/01/2023
20,Male,Sikhism,Indonesian,Master or above,1,Newspaper/ Magazine,Phy Lab,4,Hall,3,Strongly Agree,No,28/01/2023
30,Female,Islam,Indonesian,Master or above,3,Friends/Extended Family/Neighbour,Chem Lab,1,Library,10,Disagree,No,29/01/2023
28,Male,Islam,Thai,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Chem Lab,0,Canteen,2,Strongly Agree,Yes,28/01/2023
42,Male,Hinduism,Thai,University,0,Friends/Extended Family/Neighbour,Bio Lab,9,VA room,4,Strongly Disagree,Yes,29/01/2023
29,Male,Sikhism,Mandarin,University,0,Newspaper/ Magazine,Basketball Court,10,Hall,0,Strongly Agree,No,29/01/2023
58,Female,Confucianism,Thai,Master or above,2,School Website,Chem Lab,0,Basketball Court,3,Disagree,No,28/01/2023
51,Male,Sikhism,Mandarin,Master or above,4,Newspaper/ Magazine,Chem Lab,3,Basketball Court,9,Strongly Agree,Yes,29/01/2023
60,Female,Islam,Vietnamese,Master or above,3,Newspaper/ Magazine,Bio Lab,0,Library,2,Disagree,Yes,29/01/2023
42,Male,Protestantism,Vietnamese,Secondary School/Associate Degree/Diploma,2,School Website,VA room,6,VA room,6,Neutral,No,29/01/2023
27,Male,Buddhism,Thai,Master or above,3,School Website,Library,9,Bio Lab,2,Disagree,Yes,28/01/2023
43,Female,Catholicism,English,Master or above,5,Friends/Extended Family/Neighbour,VA room,6,Chem Lab,4,Neutral,No,28/01/2023
37,Female,Hinduism,English,Master or above,3,Friends/Extended Family/Neighbour,Basketball Court,5,Bio Lab,1,Disagree,Yes,29/01/2023
26,Male,Chinese God,Cantonese,University,2,Friends/Extended Family/Neighbour,Chem Lab,8,Basketball Court,6,Strongly Agree,No,29/01/2023
29,Male,Chinese God,Mandarin,University,0,Newspaper/ Magazine,Chem Lab,0,Library,10,Strongly Agree,Yes,29/01/2023
60,Female,Catholicism,Thai,Master or above,1,Friends/Extended Family/Neighbour,Basketball Court,9,VA room,0,Disagree,No,28/01/2023
50,Male,Sikhism,Filipino,University,5,School Website,Bio Lab,10,Canteen,9,Neutral,,28/01/2023
56,Female,Taoism,English,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Hall,0,Phy Lab,3,Neutral,No,29/01/2023
53,Female,Hinduism,English,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Hall,6,Hall,0,Disagree,No,28/01/2023
39,Female,Taoism,Thai,Master or above,3,School Website,VA room,3,Phy Lab,5,Strongly Disagree,,29/01/2023
19,Female,Buddhism,English,Primary School or below,2,School Website,VA room,2,Canteen,7,Disagree,Yes,28/01/2023
59,Male,Hinduism,Vietnamese,Primary School or below,1,Newspaper/ Magazine,Basketball Court,9,Hall,2,Agree,Yes,29/01/2023
49,Male,Buddhism,Thai,Master or above,5,Friends/Extended Family/Neighbour,Hall,1,Library,4,Neutral,Yes,29/01/2023
31,Female,Hinduism,English,Master or above,2,Newspaper/ Magazine,Bio Lab,4,Library,4,Strongly Agree,Yes,29/01/2023
58,Female,Hinduism,Filipino,University,3,Social Media,Hall,10,Basketball Court,2,Disagree,No,29/01/2023
28,Female,Islam,English,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Library,10,Hall,6,Agree,No,28/01/2023
39,Bigender,Protestantism,Indonesian,Master or above,3,Friends/Extended Family/Neighbour,Basketball Court,1,Hall,6,Agree,No,28/01/2023
24,Male,Catholicism,English,Secondary School/Associate Degree/Diploma,1,Social Media,Chem Lab,2,Basketball Court,8,Disagree,No,28/01/2023
37,Male,Protestantism,Mandarin,University,4,Social Media,Hall,3,Canteen,3,Strongly Agree,Yes,29/01/2023
55,Female,Catholicism,Thai,Master or above,0,Social Media,VA room,9,VA room,4,Strongly Disagree,Yes,29/01/2023
48,Female,Chinese God,Vietnamese,University,1,School Website,Library,10,Chem Lab,4,Disagree,Yes,29/01/2023
57,Male,Catholicism,Mandarin,Primary School or below,3,School Website,Basketball Court,6,Hall,0,Agree,No,29/01/2023
23,Male,Confucianism,Indonesian,Master or above,3,Social Media,Library,8,Chem Lab,10,Agree,Yes,29/01/2023
26,Male,Buddhism,Mandarin,Secondary School/Associate Degree/Diploma,1,School Website,Bio Lab,8,Bio Lab,2,Disagree,No,28/01/2023
57,Agender,Taoism,Thai,University,5,Social Media,Library,5,Bio Lab,3,Strongly Disagree,No,29/01/2023
58,Male,Protestantism,Filipino,Secondary School/Associate Degree/Diploma,1,Social Media,Phy Lab,8,Canteen,7,Agree,No,28/01/2023
27,Female,Protestantism,Mandarin,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Basketball Court,2,Bio Lab,1,Neutral,Yes,28/01/2023
45,Male,Islam,English,Master or above,2,School Website,Canteen,10,Basketball Court,7,Strongly Agree,Yes,28/01/2023
37,Female,Hinduism,Cantonese,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Bio Lab,2,Canteen,8,Disagree,No,28/01/2023
27,Female,Protestantism,Indonesian,University,5,Social Media,VA room,8,Phy Lab,10,Disagree,Yes,28/01/2023
32,Female,Confucianism,Thai,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Phy Lab,6,Library,7,Neutral,,29/01/2023
28,Male,Protestantism,Vietnamese,Secondary School/Associate Degree/Diploma,1,School Website,Canteen,8,Canteen,8,Neutral,No,29/01/2023
41,Female,Taoism,Thai,University,1,Newspaper/ Magazine,VA room,1,Hall,0,Strongly Agree,Yes,28/01/2023
47,Polygender,Taoism,English,University,2,School Website,Basketball Court,10,Bio Lab,1,Strongly Disagree,Yes,29/01/2023
43,Female,Protestantism,Cantonese,Master or above,0,Friends/Extended Family/Neighbour,Bio Lab,10,Hall,0,Strongly Disagree,No,29/01/2023
40,Male,Sikhism,Cantonese,University,2,Friends/Extended Family/Neighbour,Canteen,7,Bio Lab,10,Strongly Agree,Yes,28/01/2023
56,Male,Islam,English,Master or above,1,School Website,Chem Lab,7,Basketball Court,5,Strongly Agree,No,28/01/2023
59,Male,Hinduism,Filipino,Master or above,3,School Website,Bio Lab,9,Hall,4,Strongly Agree,,28/01/2023
30,Female,Hinduism,Indonesian,Primary School or below,3,School Website,Basketball Court,8,Bio Lab,5,Agree,No,28/01/2023
31,Male,Sikhism,Thai,Master or above,2,Friends/Extended Family/Neighbour,Library,7,Canteen,3,Neutral,,28/01/2023
35,Female,Buddhism,Filipino,University,2,Friends/Extended Family/Neighbour,Canteen,8,Phy Lab,3,Disagree,No,29/01/2023
56,Male,Sikhism,English,Primary School or below,0,Friends/Extended Family/Neighbour,VA room,5,Basketball Court,2,Agree,No,29/01/2023
59,Male,Taoism,Cantonese,University,4,Friends/Extended Family/Neighbour,Library,9,Basketball Court,5,Agree,,28/01/2023
28,Female,Islam,Thai,University,5,Newspaper/ Magazine,VA room,3,Hall,10,Disagree,Yes,29/01/2023
48,Male,Chinese God,Indonesian,University,0,Friends/Extended Family/Neighbour,Phy Lab,8,Basketball Court,4,Strongly Disagree,Yes,29/01/2023
52,Female,Hinduism,Thai,Secondary School/Associate Degree/Diploma,2,Social Media,Hall,9,Bio Lab,3,Agree,,28/01/2023
54,Genderqueer,Catholicism,Vietnamese,University,0,Newspaper/ Magazine,Library,5,Library,7,Strongly Agree,No,28/01/2023
34,Female,Sikhism,Mandarin,Secondary School/Associate Degree/Diploma,4,Social Media,Chem Lab,5,Chem Lab,2,Agree,No,28/01/2023
56,Male,Sikhism,Cantonese,Primary School or below,0,School Website,Bio Lab,5,Phy Lab,2,Strongly Agree,Yes,29/01/2023
54,Non-binary,Confucianism,Vietnamese,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Canteen,1,VA room,5,Strongly Disagree,No,29/01/2023
48,Female,Hinduism,Mandarin,Secondary School/Associate Degree/Diploma,3,School Website,Library,7,VA room,0,Agree,Yes,28/01/2023
50,Female,Hinduism,Indonesian,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Bio Lab,8,Chem Lab,0,Strongly Agree,No,29/01/2023
34,Polygender,Catholicism,Vietnamese,Master or above,2,School Website,Basketball Court,1,Library,3,Agree,Yes,29/01/2023
20,Female,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,4,Social Media,Library,8,VA room,8,Agree,,28/01/2023
41,Agender,Hinduism,English,University,1,School Website,Bio Lab,5,Phy Lab,9,Neutral,No,28/01/2023
59,Male,Sikhism,Filipino,Master or above,5,Social Media,Bio Lab,1,Bio Lab,2,Strongly Disagree,No,28/01/2023
20,Male,Hinduism,Mandarin,Master or above,2,Social Media,Phy Lab,4,Chem Lab,7,Neutral,,28/01/2023
37,Female,Sikhism,Indonesian,Primary School or below,5,School Website,Library,9,Bio Lab,1,Strongly Disagree,No,28/01/2023
26,Female,Islam,Mandarin,Primary School or below,3,School Website,Hall,5,Bio Lab,1,Disagree,Yes,28/01/2023
54,Female,Chinese God,Vietnamese,Master or above,3,Newspaper/ Magazine,Library,0,Hall,10,Neutral,No,28/01/2023
22,Female,Buddhism,Mandarin,University,4,School Website,VA room,9,Chem Lab,6,Disagree,Yes,29/01/2023
21,Male,Sikhism,Filipino,Primary School or below,2,Friends/Extended Family/Neighbour,Canteen,1,Canteen,10,Strongly Agree,No,29/01/2023
24,Female,Buddhism,Filipino,Primary School or below,3,Social Media,VA room,0,Phy Lab,4,Neutral,Yes,29/01/2023
49,Female,Islam,Thai,Master or above,2,Newspaper/ Magazine,Canteen,4,Phy Lab,0,Neutral,Yes,29/01/2023
53,Male,Taoism,Thai,University,5,Social Media,Phy Lab,6,Chem Lab,0,Neutral,No,29/01/2023
46,Male,Catholicism,English,Master or above,2,School Website,Chem Lab,2,Phy Lab,7,Agree,No,28/01/2023
43,Male,Hinduism,Cantonese,Primary School or below,3,Friends/Extended Family/Neighbour,VA room,5,Library,3,Agree,Yes,29/01/2023
27,Male,Chinese God,Mandarin,University,3,Friends/Extended Family/Neighbour,VA room,3,Chem Lab,10,Agree,No,29/01/2023
54,Male,Confucianism,Cantonese,Master or above,4,Social Media,VA room,1,Canteen,3,Strongly Agree,,29/01/2023
60,Female,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Basketball Court,7,Bio Lab,1,Neutral,No,29/01/2023
57,Female,Confucianism,Indonesian,Secondary School/Associate Degree/Diploma,3,Social Media,Basketball Court,1,Canteen,9,Disagree,Yes,28/01/2023
25,Female,Taoism,Vietnamese,University,0,Friends/Extended Family/Neighbour,Bio Lab,10,Bio Lab,6,Neutral,No,28/01/2023
18,Male,Catholicism,Indonesian,University,0,Social Media,Phy Lab,5,VA room,8,Disagree,No,29/01/2023
26,Male,Confucianism,Cantonese,University,2,Newspaper/ Magazine,Basketball Court,9,VA room,9,Agree,No,28/01/2023
57,Male,Sikhism,Vietnamese,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Basketball Court,3,Phy Lab,10,Disagree,No,28/01/2023
39,Male,Catholicism,Mandarin,Secondary School/Associate Degree/Diploma,2,School Website,VA room,9,Phy Lab,2,Disagree,Yes,28/01/2023
36,Female,Hinduism,Indonesian,Primary School or below,5,School Website,Hall,6,Canteen,9,Strongly Disagree,No,29/01/2023
59,Male,Chinese God,Filipino,Master or above,2,School Website,VA room,3,Library,3,Disagree,Yes,28/01/2023
32,Female,Confucianism,English,Master or above,4,Social Media,Canteen,0,Hall,2,Strongly Agree,Yes,29/01/2023
37,Female,Buddhism,Vietnamese,Primary School or below,4,Friends/Extended Family/Neighbour,Hall,3,VA room,7,Strongly Disagree,,29/01/2023
57,Male,Taoism,English,University,0,Newspaper/ Magazine,Canteen,3,Basketball Court,3,Strongly Disagree,Yes,29/01/2023
59,Male,Taoism,Cantonese,Secondary School/Associate Degree/Diploma,1,School Website,VA room,8,Phy Lab,10,Strongly Disagree,No,28/01/2023
22,Male,Buddhism,Filipino,University,2,Social Media,Canteen,3,Library,6,Strongly Agree,No,28/01/2023
43,Female,Confucianism,Indonesian,Master or above,0,Friends/Extended Family/Neighbour,Phy Lab,4,Library,7,Strongly Agree,Yes,28/01/2023
27,Male,Buddhism,Vietnamese,University,4,Friends/Extended Family/Neighbour,Chem Lab,8,Canteen,4,Agree,,28/01/2023
37,Female,Confucianism,Indonesian,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Chem Lab,3,Basketball Court,10,Strongly Disagree,No,28/01/2023
59,Male,Catholicism,Thai,Secondary School/Associate Degree/Diploma,2,Social Media,Phy Lab,8,Bio Lab,4,Strongly Disagree,Yes,28/01/2023
53,Female,Taoism,English,University,0,School Website,Bio Lab,3,Phy Lab,9,Strongly Agree,Yes,29/01/2023
54,Female,Confucianism,Vietnamese,Master or above,1,Newspaper/ Magazine,Library,6,Chem Lab,9,Strongly Disagree,,28/01/2023
52,Male,Islam,Cantonese,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Library,1,Hall,4,Agree,Yes,29/01/2023
27,Female,Hinduism,Filipino,Secondary School/Associate Degree/Diploma,5,Social Media,Canteen,1,Library,3,Neutral,,28/01/2023
37,Female,Chinese God,Thai,Master or above,3,School Website,Phy Lab,9,Hall,7,Strongly Disagree,Yes,29/01/2023
21,Female,Buddhism,Filipino,Primary School or below,0,Social Media,Hall,6,Hall,7,Agree,,28/01/2023
39,Female,Taoism,English,University,5,Social Media,Canteen,2,Library,5,Neutral,Yes,28/01/2023
30,Male,Catholicism,Cantonese,Primary School or below,0,Newspaper/ Magazine,Canteen,5,Library,1,Agree,,28/01/2023
19,Female,Buddhism,Indonesian,Master or above,4,Friends/Extended Family/Neighbour,Hall,9,Library,5,Strongly Disagree,No,29/01/2023
21,Female,Catholicism,Indonesian,Secondary School/Associate Degree/Diploma,5,School Website,Chem Lab,6,VA room,9,Strongly Disagree,No,29/01/2023
31,Male,Islam,Indonesian,Master or above,3,Friends/Extended Family/Neighbour,Library,4,Hall,1,Neutral,No,28/01/2023
58,Polygender,Taoism,Thai,Primary School or below,3,Newspaper/ Magazine,Phy Lab,2,Chem Lab,6,Strongly Disagree,No,29/01/2023
25,Female,Chinese God,Indonesian,Primary School or below,1,Newspaper/ Magazine,Basketball Court,8,Basketball Court,9,Agree,No,29/01/2023
23,Male,Buddhism,Indonesian,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Library,3,Bio Lab,5,Disagree,Yes,29/01/2023
37,Female,Hinduism,Cantonese,Primary School or below,4,School Website,Library,8,Phy Lab,5,Strongly Agree,Yes,29/01/2023
42,Male,Confucianism,Filipino,Master or above,3,Social Media,Phy Lab,8,Phy Lab,6,Agree,No,28/01/2023
21,Female,Protestantism,Vietnamese,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Phy Lab,4,Hall,1,Strongly Agree,Yes,28/01/2023
53,Male,Buddhism,Thai,University,5,Newspaper/ Magazine,Chem Lab,5,Hall,9,Disagree,,28/01/2023
48,Male,Buddhism,Mandarin,Primary School or below,0,Newspaper/ Magazine,Basketball Court,6,Chem Lab,5,Strongly Agree,Yes,29/01/2023
54,Female,Protestantism,English,University,4,Friends/Extended Family/Neighbour,Bio Lab,5,Chem Lab,8,Agree,No,29/01/2023
28,Female,Sikhism,Thai,Master or above,1,School Website,Bio Lab,10,Hall,9,Neutral,Yes,29/01/2023
35,Female,Islam,Mandarin,Primary School or below,5,Social Media,Library,8,VA room,0,Neutral,Yes,28/01/2023
30,Male,Buddhism,Cantonese,Secondary School/Associate Degree/Diploma,4,Social Media,VA room,5,Hall,9,Neutral,No,29/01/2023
27,Male,Buddhism,English,University,2,Friends/Extended Family/Neighbour,VA room,10,Basketball Court,0,Disagree,No,29/01/2023
50,Male,Confucianism,English,Master or above,5,Friends/Extended Family/Neighbour,Canteen,0,Chem Lab,9,Agree,No,29/01/2023
23,Male,Chinese God,Filipino,University,3,Newspaper/ Magazine,Phy Lab,5,Basketball Court,0,Disagree,No,29/01/2023
21,Female,Hinduism,Indonesian,Master or above,1,School Website,Phy Lab,3,Bio Lab,6,Strongly Disagree,No,28/01/2023
37,Male,Protestantism,Vietnamese,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Phy Lab,1,Library,4,Strongly Disagree,Yes,29/01/2023
28,Female,Buddhism,Cantonese,Primary School or below,3,School Website,Hall,1,Basketball Court,0,Disagree,Yes,28/01/2023
