age,gender,religion,spokenLanguage,education,numberOfChildren,channel,goodPlace,goodPlaceScore,badPlace,badPlaceScore,teacherFriendly,choose,createdTime,themeLevel,travelTime
24,Female,Sikhism,English,Primary School or below,5,Newspaper/ Magazine,Bio Lab,1,Phy Lab,1,Neutral,No,28/01/2021,,13.0
36,Male,Protestantism,Indonesian,Master or above,3,Newspaper/ Magazine,VA room,9,Phy Lab,1,Agree,No,28/01/2021,,46.0
52,Female,Catholicism,Vietnamese,University,2,Friends/Extended Family/Neighbour,Basketball Court,7,Chem Lab,4,Agree,Yes,29/01/2021,,46.0
23,Male,Islam,Thai,Primary School or below,5,Newspaper/ Magazine,Library,6,Chem Lab,6,Neutral,No,29/01/2021,,52.0
36,Female,Catholicism,Thai,Primary School or below,1,School Website,Chem Lab,1,Canteen,1,Agree,Yes,28/01/2021,,39.0
36,Male,Protestantism,Cantonese,Master or above,1,Social Media,Chem Lab,1,Basketball Court,5,Strongly Agree,No Comment,29/01/2021,,58.0
55,Female,Confucianism,Vietnamese,University,5,Friends/Extended Family/Neighbour,Basketball Court,6,Library,10,Neutral,Yes,29/01/2021,,59.0
31,Male,Islam,Filipino,University,3,Friends/Extended Family/Neighbour,Hall,1,VA room,4,Disagree,No,28/01/2021,,43.0
55,Female,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Library,5,Canteen,8,Strongly Agree,No Comment,28/01/2021,,52.0
58,Female,Protestantism,Cantonese,Secondary School/Associate Degree/Diploma,4,School Website,Bio Lab,2,Chem Lab,8,Strongly Disagree,No Comment,29/01/2021,,38.0
33,Male,Taoism,Indonesian,Primary School or below,3,School Website,Basketball Court,2,Canteen,2,Neutral,No,28/01/2021,,30.0
52,Male,Islam,English,Primary School or below,3,Social Media,Basketball Court,1,Library,9,Strongly Disagree,No Comment,28/01/2021,,40.0
27,Male,Confucianism,Thai,Master or above,4,Friends/Extended Family/Neighbour,Hall,3,Chem Lab,5,Neutral,No Comment,28/01/2021,,7.0
24,Polygender,Hinduism,Mandarin,Master or above,2,Friends/Extended Family/Neighbour,Library,7,Bio Lab,9,Neutral,No,28/01/2021,,48.0
40,Male,Confucianism,Vietnamese,University,1,Newspaper/ Magazine,Hall,3,Chem Lab,2,Disagree,Yes,29/01/2021,,27.0
31,Female,Buddhism,Mandarin,University,5,Newspaper/ Magazine,Bio Lab,10,Bio Lab,5,Agree,Yes,29/01/2021,,28.0
21,Male,Chinese God,Vietnamese,Secondary School/Associate Degree/Diploma,0,Social Media,Chem Lab,4,Hall,10,Agree,No Comment,28/01/2021,,43.0
49,Female,Hinduism,English,Secondary School/Associate Degree/Diploma,0,Social Media,Hall,5,Canteen,2,Strongly Disagree,Yes,29/01/2021,,6.0
60,Male,Hinduism,Indonesian,Master or above,5,School Website,Phy Lab,4,Hall,0,Neutral,No Comment,28/01/2021,,34.0
45,Male,Catholicism,Cantonese,University,1,School Website,Hall,5,Basketball Court,2,Strongly Agree,No,29/01/2021,,34.0
37,Male,Hinduism,Cantonese,Primary School or below,2,School Website,Bio Lab,6,Chem Lab,1,Agree,Yes,28/01/2021,,5.0
53,Female,Confucianism,Filipino,Primary School or below,1,Social Media,Hall,2,Library,7,Strongly Agree,No Comment,29/01/2021,,5.0
58,Male,Buddhism,English,Secondary School/Associate Degree/Diploma,4,School Website,VA room,10,Canteen,4,Disagree,No,28/01/2021,,34.0
57,Male,Hinduism,Cantonese,Secondary School/Associate Degree/Diploma,3,School Website,Canteen,8,Canteen,6,Neutral,Yes,28/01/2021,,9.0
23,Non-binary,Hinduism,Mandarin,University,5,Newspaper/ Magazine,Hall,4,Bio Lab,6,Agree,No,29/01/2021,,16.0
18,Genderqueer,Chinese God,Mandarin,University,5,Newspaper/ Magazine,VA room,4,Canteen,9,Strongly Disagree,No,29/01/2021,,36.0
53,Male,Islam,Vietnamese,Master or above,4,School Website,Library,4,Chem Lab,9,Strongly Disagree,Yes,28/01/2021,,56.0
35,Female,Chinese God,Vietnamese,Master or above,5,Newspaper/ Magazine,VA room,7,Basketball Court,10,Strongly Agree,No,28/01/2021,,17.0
25,Female,Sikhism,Cantonese,Master or above,5,School Website,Canteen,10,Library,3,Agree,No,28/01/2021,,33.0
20,Female,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Hall,10,Basketball Court,4,Strongly Agree,No Comment,29/01/2021,,28.0
30,Female,Buddhism,Mandarin,Primary School or below,3,Social Media,VA room,2,Canteen,1,Neutral,No,28/01/2021,,34.0
18,Male,Buddhism,Mandarin,Master or above,2,Newspaper/ Magazine,Library,8,Canteen,1,Disagree,No,29/01/2021,,37.0
18,Female,Chinese God,English,University,3,Friends/Extended Family/Neighbour,Library,5,Hall,9,Strongly Agree,Yes,28/01/2021,,20.0
40,Female,Sikhism,Filipino,University,5,Social Media,Bio Lab,5,Canteen,8,Agree,No Comment,28/01/2021,,49.0
33,Agender,Sikhism,Vietnamese,Primary School or below,0,School Website,Canteen,3,Canteen,4,Strongly Agree,No Comment,29/01/2021,,56.0
33,Polygender,Sikhism,English,Secondary School/Associate Degree/Diploma,1,Social Media,Bio Lab,7,Chem Lab,3,Neutral,Yes,28/01/2021,,41.0
51,Male,Catholicism,Cantonese,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,VA room,7,Hall,4,Agree,Yes,28/01/2021,,5.0
60,Female,Catholicism,Thai,Primary School or below,1,Friends/Extended Family/Neighbour,Phy Lab,6,Chem Lab,8,Strongly Disagree,No,29/01/2021,,49.0
48,Agender,Sikhism,Filipino,Primary School or below,3,School Website,Bio Lab,7,VA room,9,Strongly Disagree,No,29/01/2021,,14.0
25,Genderfluid,Buddhism,Indonesian,Secondary School/Associate Degree/Diploma,1,School Website,Bio Lab,10,Hall,6,Neutral,Yes,28/01/2021,,30.0
34,Male,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Phy Lab,1,Bio Lab,5,Neutral,No,28/01/2021,,41.0
25,Male,Taoism,English,University,2,Friends/Extended Family/Neighbour,Hall,5,VA room,8,Strongly Agree,No,28/01/2021,,32.0
40,Female,Chinese God,Vietnamese,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,VA room,4,Chem Lab,10,Strongly Disagree,No Comment,29/01/2021,,39.0
57,Female,Islam,English,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Chem Lab,5,Phy Lab,1,Neutral,Yes,28/01/2021,,30.0
35,Female,Chinese God,Vietnamese,Primary School or below,4,Friends/Extended Family/Neighbour,Bio Lab,8,VA room,0,Neutral,No,28/01/2021,,11.0
25,Genderfluid,Buddhism,Filipino,Primary School or below,2,Friends/Extended Family/Neighbour,Phy Lab,3,Chem Lab,9,Agree,Yes,29/01/2021,,24.0
41,Male,Sikhism,Vietnamese,Primary School or below,3,Social Media,Hall,5,Bio Lab,5,Strongly Disagree,No,28/01/2021,,12.0
37,Genderqueer,Catholicism,Vietnamese,University,2,Friends/Extended Family/Neighbour,Hall,6,Phy Lab,3,Strongly Agree,No,28/01/2021,,37.0
56,Male,Buddhism,Indonesian,Primary School or below,5,Social Media,Basketball Court,6,Bio Lab,5,Strongly Disagree,No Comment,28/01/2021,,45.0
30,Female,Confucianism,Vietnamese,University,1,Social Media,Library,7,Chem Lab,5,Disagree,Yes,28/01/2021,,11.0
44,Female,Sikhism,Mandarin,Secondary School/Associate Degree/Diploma,1,Social Media,Basketball Court,5,Hall,4,Strongly Disagree,Yes,28/01/2021,,60.0
26,Male,Confucianism,Cantonese,University,4,Social Media,Hall,5,VA room,3,Strongly Agree,Yes,28/01/2021,,11.0
48,Male,Chinese God,Mandarin,Primary School or below,5,Friends/Extended Family/Neighbour,Basketball Court,9,Basketball Court,8,Neutral,No,29/01/2021,,49.0
51,Female,Islam,Indonesian,Master or above,5,Friends/Extended Family/Neighbour,Basketball Court,2,Canteen,6,Strongly Disagree,No,28/01/2021,,36.0
24,Male,Islam,Thai,University,4,Social Media,Basketball Court,3,VA room,5,Disagree,No,29/01/2021,,58.0
20,Female,Taoism,Cantonese,Primary School or below,0,Newspaper/ Magazine,Phy Lab,10,Canteen,7,Strongly Disagree,Yes,28/01/2021,,5.0
52,Female,Islam,Cantonese,Master or above,3,School Website,Hall,2,Phy Lab,1,Strongly Disagree,Yes,28/01/2021,,19.0
32,Male,Chinese God,Filipino,University,3,Newspaper/ Magazine,Canteen,0,Basketball Court,9,Disagree,No,29/01/2021,,48.0
52,Female,Taoism,Mandarin,University,3,Social Media,Bio Lab,8,Chem Lab,10,Strongly Disagree,Yes,28/01/2021,,23.0
39,Male,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,0,Social Media,Hall,7,Library,5,Neutral,Yes,29/01/2021,,56.0
55,Male,Sikhism,Thai,University,3,School Website,Basketball Court,6,Phy Lab,10,Strongly Disagree,No,29/01/2021,,21.0
41,Female,Catholicism,English,Master or above,4,Friends/Extended Family/Neighbour,Phy Lab,9,Hall,1,Neutral,No Comment,28/01/2021,,49.0
45,Male,Sikhism,Mandarin,University,4,Social Media,VA room,5,VA room,9,Disagree,Yes,29/01/2021,,55.0
52,Male,Sikhism,Filipino,Secondary School/Associate Degree/Diploma,1,Social Media,Bio Lab,7,Hall,9,Strongly Disagree,No,28/01/2021,,51.0
32,Female,Hinduism,Thai,Primary School or below,3,Social Media,Phy Lab,9,VA room,7,Agree,No Comment,29/01/2021,,29.0
32,Male,Catholicism,Thai,University,0,Newspaper/ Magazine,VA room,4,Chem Lab,7,Agree,No,28/01/2021,,49.0
31,Male,Confucianism,Mandarin,University,1,School Website,Basketball Court,9,Basketball Court,3,Strongly Disagree,No,29/01/2021,,12.0
18,Female,Protestantism,Filipino,University,1,School Website,Phy Lab,8,Basketball Court,4,Strongly Disagree,No Comment,29/01/2021,,25.0
36,Female,Islam,Filipino,Master or above,5,School Website,Bio Lab,10,Phy Lab,2,Agree,Yes,29/01/2021,,19.0
38,Male,Catholicism,Mandarin,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Library,9,Basketball Court,10,Strongly Agree,No,28/01/2021,,27.0
49,Female,Islam,Vietnamese,Primary School or below,4,Newspaper/ Magazine,Bio Lab,5,VA room,10,Strongly Agree,Yes,28/01/2021,,24.0
60,Female,Taoism,Filipino,Master or above,0,Friends/Extended Family/Neighbour,Canteen,7,Basketball Court,6,Disagree,Yes,28/01/2021,,7.0
50,Female,Protestantism,Cantonese,Secondary School/Associate Degree/Diploma,4,Social Media,Basketball Court,0,Chem Lab,7,Neutral,No,28/01/2021,,44.0
60,Female,Hinduism,Filipino,Master or above,1,School Website,Canteen,6,Basketball Court,5,Neutral,Yes,28/01/2021,,28.0
59,Male,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Chem Lab,8,Bio Lab,8,Disagree,No Comment,28/01/2021,,44.0
21,Female,Taoism,Vietnamese,Master or above,4,Social Media,Chem Lab,0,Basketball Court,0,Neutral,No,28/01/2021,,32.0
47,Male,Sikhism,English,Master or above,3,Newspaper/ Magazine,VA room,0,Canteen,2,Agree,Yes,29/01/2021,,9.0
20,Female,Hinduism,Filipino,Master or above,1,Friends/Extended Family/Neighbour,Phy Lab,3,Basketball Court,1,Agree,Yes,29/01/2021,,41.0
51,Male,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Basketball Court,2,Canteen,1,Strongly Agree,Yes,28/01/2021,,19.0
52,Bigender,Chinese God,Filipino,University,5,Social Media,Hall,3,Basketball Court,1,Agree,No Comment,28/01/2021,,52.0
50,Male,Confucianism,Filipino,University,2,Social Media,Basketball Court,5,Canteen,1,Disagree,Yes,28/01/2021,,9.0
37,Female,Protestantism,Filipino,University,1,Newspaper/ Magazine,VA room,10,VA room,2,Neutral,Yes,28/01/2021,,24.0
43,Male,Chinese God,Vietnamese,Primary School or below,3,Newspaper/ Magazine,Basketball Court,0,Canteen,0,Neutral,No,28/01/2021,,8.0
33,Male,Protestantism,Mandarin,University,3,Newspaper/ Magazine,Basketball Court,2,Phy Lab,10,Neutral,Yes,28/01/2021,,44.0
38,Bigender,Confucianism,Indonesian,Primary School or below,5,School Website,Hall,5,Chem Lab,3,Agree,Yes,29/01/2021,,25.0
36,Female,Chinese God,Vietnamese,Master or above,0,School Website,Chem Lab,9,Basketball Court,7,Strongly Agree,Yes,28/01/2021,,20.0
40,Female,Islam,Indonesian,University,5,Friends/Extended Family/Neighbour,VA room,2,Library,5,Agree,Yes,28/01/2021,,56.0
56,Female,Taoism,English,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,VA room,7,Canteen,9,Agree,No Comment,29/01/2021,,55.0
51,Female,Catholicism,Cantonese,Primary School or below,1,Newspaper/ Magazine,Bio Lab,10,Chem Lab,5,Strongly Agree,No,29/01/2021,,7.0
32,Female,Islam,Vietnamese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Hall,2,Canteen,1,Strongly Disagree,Yes,28/01/2021,,44.0
46,Male,Protestantism,English,Master or above,4,Newspaper/ Magazine,VA room,10,Phy Lab,10,Agree,No Comment,29/01/2021,,47.0
36,Female,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,VA room,1,Chem Lab,8,Strongly Disagree,No,28/01/2021,,18.0
22,Male,Islam,Vietnamese,University,0,School Website,Chem Lab,10,Canteen,3,Strongly Agree,No,29/01/2021,,24.0
24,Male,Catholicism,English,Primary School or below,2,Social Media,Basketball Court,5,Canteen,2,Neutral,No Comment,28/01/2021,,25.0
40,Male,Taoism,Indonesian,Master or above,5,School Website,VA room,0,Bio Lab,2,Strongly Disagree,No Comment,29/01/2021,,25.0
29,Male,Taoism,Cantonese,Master or above,5,Social Media,Canteen,5,Chem Lab,1,Disagree,No,29/01/2021,,41.0
53,Female,Protestantism,Filipino,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Phy Lab,7,Canteen,7,Strongly Disagree,No,28/01/2021,,55.0
21,Male,Catholicism,Mandarin,Master or above,5,School Website,Chem Lab,8,Basketball Court,8,Agree,No,28/01/2021,,25.0
57,Male,Confucianism,Cantonese,Primary School or below,2,Newspaper/ Magazine,Basketball Court,7,Hall,6,Strongly Disagree,No Comment,28/01/2021,,41.0
27,Female,Buddhism,Vietnamese,University,2,School Website,Canteen,3,VA room,7,Strongly Agree,Yes,29/01/2021,,27.0
26,Female,Sikhism,Mandarin,Primary School or below,3,Newspaper/ Magazine,Phy Lab,1,Library,1,Disagree,No,29/01/2021,,26.0
18,Male,Taoism,Vietnamese,Master or above,1,Friends/Extended Family/Neighbour,Bio Lab,7,Basketball Court,3,Strongly Agree,No,29/01/2021,,38.0
45,Female,Sikhism,Cantonese,Master or above,0,School Website,VA room,2,Phy Lab,1,Neutral,Yes,29/01/2021,,10.0
31,Female,Buddhism,Indonesian,University,5,School Website,Phy Lab,5,Basketball Court,4,Agree,Yes,28/01/2021,,38.0
37,Male,Buddhism,Filipino,Primary School or below,3,Friends/Extended Family/Neighbour,Chem Lab,3,Canteen,5,Disagree,No,28/01/2021,,28.0
39,Male,Taoism,Thai,Primary School or below,1,School Website,Hall,10,Library,3,Disagree,No,29/01/2021,,57.0
26,Male,Protestantism,Thai,University,3,School Website,VA room,0,Basketball Court,4,Agree,Yes,28/01/2021,,50.0
58,Male,Catholicism,English,Primary School or below,3,Social Media,Bio Lab,7,VA room,6,Strongly Disagree,Yes,29/01/2021,,12.0
41,Male,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Canteen,4,Phy Lab,7,Strongly Agree,No Comment,28/01/2021,,34.0
32,Agender,Sikhism,English,Secondary School/Associate Degree/Diploma,0,School Website,Library,0,Library,6,Strongly Agree,No,28/01/2021,,41.0
31,Female,Buddhism,Cantonese,University,2,Newspaper/ Magazine,Phy Lab,9,Canteen,1,Neutral,No,29/01/2021,,14.0
51,Male,Chinese God,Indonesian,University,2,Newspaper/ Magazine,Basketball Court,5,Library,3,Neutral,No,29/01/2021,,50.0
59,Male,Buddhism,Indonesian,Secondary School/Associate Degree/Diploma,2,Social Media,Chem Lab,9,VA room,9,Disagree,Yes,28/01/2021,,34.0
43,Male,Catholicism,Thai,Primary School or below,1,Social Media,Library,8,Phy Lab,3,Disagree,No,28/01/2021,,44.0
55,Female,Sikhism,Vietnamese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Hall,10,VA room,7,Agree,No Comment,28/01/2021,,22.0
54,Female,Taoism,Thai,Primary School or below,0,School Website,Chem Lab,6,VA room,4,Neutral,No,29/01/2021,,7.0
38,Male,Islam,English,Master or above,1,Social Media,VA room,3,Library,8,Strongly Disagree,Yes,28/01/2021,,44.0
56,Female,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,3,School Website,Basketball Court,1,VA room,4,Agree,Yes,29/01/2021,,56.0
22,Male,Catholicism,Cantonese,Master or above,2,Social Media,Phy Lab,10,Library,1,Agree,Yes,29/01/2021,,52.0
47,Polygender,Taoism,English,Primary School or below,5,School Website,Basketball Court,3,Basketball Court,2,Disagree,No Comment,29/01/2021,,9.0
38,Genderfluid,Confucianism,Mandarin,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Basketball Court,7,Hall,0,Disagree,Yes,29/01/2021,,51.0
32,Female,Confucianism,Vietnamese,Primary School or below,4,Social Media,Phy Lab,1,Chem Lab,9,Strongly Agree,Yes,28/01/2021,,57.0
58,Male,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Bio Lab,7,Basketball Court,7,Neutral,Yes,28/01/2021,,54.0
53,Female,Buddhism,Mandarin,Primary School or below,2,School Website,Chem Lab,8,Canteen,2,Strongly Disagree,No,28/01/2021,,38.0
60,Female,Taoism,Indonesian,Master or above,0,Friends/Extended Family/Neighbour,Library,2,VA room,3,Strongly Agree,No Comment,28/01/2021,,13.0
51,Female,Hinduism,Filipino,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Hall,9,Canteen,8,Disagree,No Comment,29/01/2021,,12.0
20,Female,Confucianism,Indonesian,Master or above,3,Social Media,Chem Lab,6,Phy Lab,3,Strongly Disagree,No,29/01/2021,,33.0
44,Female,Chinese God,Mandarin,University,4,Friends/Extended Family/Neighbour,Phy Lab,2,VA room,3,Neutral,No,29/01/2021,,34.0
46,Male,Catholicism,Filipino,University,1,Social Media,VA room,10,Phy Lab,1,Disagree,Yes,29/01/2021,,49.0
41,Female,Sikhism,Mandarin,Master or above,2,Social Media,VA room,7,Phy Lab,2,Disagree,Yes,28/01/2021,,29.0
55,Female,Buddhism,Cantonese,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Phy Lab,9,Phy Lab,7,Neutral,Yes,29/01/2021,,36.0
32,Female,Hinduism,Cantonese,Primary School or below,3,Newspaper/ Magazine,Basketball Court,3,Library,0,Strongly Disagree,No,28/01/2021,,45.0
42,Genderqueer,Buddhism,English,Secondary School/Associate Degree/Diploma,2,School Website,Library,1,Canteen,7,Agree,Yes,28/01/2021,,5.0
42,Female,Taoism,Vietnamese,University,3,Social Media,Chem Lab,1,Library,0,Agree,Yes,28/01/2021,,33.0
57,Male,Islam,Vietnamese,University,1,School Website,Phy Lab,8,Library,3,Strongly Disagree,Yes,29/01/2021,,43.0
37,Female,Catholicism,English,Secondary School/Associate Degree/Diploma,4,School Website,Bio Lab,4,Chem Lab,6,Neutral,Yes,28/01/2021,,6.0
44,Male,Chinese God,English,Primary School or below,2,Social Media,Canteen,6,Bio Lab,2,Agree,Yes,29/01/2021,,14.0
35,Female,Islam,English,Master or above,0,Newspaper/ Magazine,Hall,7,Hall,5,Disagree,No,28/01/2021,,60.0
45,Female,Sikhism,English,University,3,Newspaper/ Magazine,Basketball Court,1,Canteen,10,Agree,No,28/01/2022,Strongly Dislike,42.0
34,Male,Sikhism,Vietnamese,Master or above,1,Social Media,Chem Lab,1,Library,2,Strongly Disagree,No Comment,29/01/2022,Strongly Dislike,18.0
35,Male,Protestantism,Vietnamese,Master or above,4,Social Media,Bio Lab,3,Hall,3,Agree,No Comment,29/01/2022,Strongly Like,25.0
49,Bigender,Sikhism,Filipino,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,VA room,6,Hall,1,Neutral,No Comment,28/01/2022,Partly Like,20.0
58,Female,Sikhism,Indonesian,Master or above,5,Friends/Extended Family/Neighbour,Canteen,5,VA room,0,Neutral,Yes,29/01/2022,Strongly Dislike,20.0
22,Male,Islam,Vietnamese,Primary School or below,0,Newspaper/ Magazine,VA room,3,Bio Lab,0,Neutral,Yes,29/01/2022,Strongly Dislike,53.0
53,Female,Protestantism,Thai,Master or above,5,School Website,Hall,4,Phy Lab,5,Strongly Agree,No Comment,28/01/2022,Strongly Like,23.0
25,Female,Chinese God,Mandarin,Master or above,1,Newspaper/ Magazine,Hall,8,Hall,3,Strongly Agree,No,29/01/2022,Strongly Like,16.0
45,Female,Confucianism,Mandarin,Secondary School/Associate Degree/Diploma,3,Social Media,Chem Lab,10,Hall,1,Agree,No Comment,28/01/2022,Normal,24.0
53,Genderfluid,Sikhism,English,University,4,Newspaper/ Magazine,Phy Lab,9,Canteen,10,Strongly Agree,No,28/01/2022,Partly Dislike,31.0
42,Female,Protestantism,Indonesian,Master or above,4,Social Media,VA room,8,VA room,6,Agree,No Comment,28/01/2022,Partly Dislike,39.0
43,Female,Sikhism,Cantonese,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Chem Lab,0,Canteen,3,Strongly Agree,No,28/01/2022,Strongly Dislike,11.0
28,Male,Catholicism,English,University,0,School Website,Phy Lab,6,Basketball Court,7,Neutral,Yes,28/01/2022,Normal,27.0
37,Male,Protestantism,Mandarin,University,1,Social Media,Phy Lab,6,Library,7,Disagree,No,28/01/2022,Normal,25.0
18,Male,Buddhism,Mandarin,Master or above,3,School Website,Chem Lab,2,Hall,10,Agree,No Comment,29/01/2022,Partly Dislike,52.0
23,Male,Confucianism,Mandarin,University,5,Social Media,VA room,5,Bio Lab,5,Strongly Agree,Yes,29/01/2022,Strongly Dislike,42.0
39,Female,Taoism,Mandarin,Master or above,3,School Website,Phy Lab,4,Canteen,1,Agree,Yes,28/01/2022,Strongly Dislike,18.0
20,Male,Confucianism,Indonesian,Secondary School/Associate Degree/Diploma,0,Social Media,Chem Lab,3,Bio Lab,10,Neutral,No Comment,28/01/2022,Normal,15.0
34,Female,Sikhism,Vietnamese,Master or above,0,Social Media,Basketball Court,1,Library,1,Strongly Agree,Yes,28/01/2022,Normal,32.0
53,Female,Islam,English,University,2,Friends/Extended Family/Neighbour,Bio Lab,3,Hall,0,Disagree,Yes,29/01/2022,Strongly Like,60.0
60,Male,Hinduism,Vietnamese,University,4,Friends/Extended Family/Neighbour,Phy Lab,5,Phy Lab,2,Neutral,Yes,28/01/2022,Strongly Like,36.0
32,Male,Chinese God,English,University,2,Newspaper/ Magazine,Basketball Court,6,VA room,5,Disagree,Yes,29/01/2022,Partly Dislike,37.0
54,Female,Protestantism,Filipino,Master or above,0,Friends/Extended Family/Neighbour,Chem Lab,9,VA room,3,Strongly Disagree,No Comment,29/01/2022,Partly Dislike,44.0
36,Male,Islam,Thai,Secondary School/Associate Degree/Diploma,2,Social Media,Phy Lab,9,Phy Lab,8,Neutral,Yes,29/01/2022,Strongly Like,18.0
33,Male,Protestantism,English,Secondary School/Associate Degree/Diploma,3,Social Media,Hall,8,Bio Lab,4,Agree,No Comment,29/01/2022,Strongly Like,58.0
53,Female,Taoism,Indonesian,University,5,Newspaper/ Magazine,Basketball Court,0,VA room,10,Disagree,Yes,29/01/2022,Strongly Like,30.0
18,Male,Catholicism,Mandarin,Primary School or below,1,Social Media,Canteen,4,Hall,8,Disagree,No,29/01/2022,Partly Dislike,36.0
58,Male,Chinese God,Filipino,Primary School or below,5,Social Media,Hall,4,Canteen,4,Strongly Agree,Yes,28/01/2022,Partly Like,11.0
60,Female,Buddhism,Thai,Master or above,1,School Website,Phy Lab,6,Bio Lab,3,Neutral,Yes,28/01/2022,Partly Dislike,47.0
45,Female,Taoism,Cantonese,Master or above,0,Social Media,Basketball Court,7,Phy Lab,4,Disagree,Yes,29/01/2022,Strongly Dislike,41.0
44,Male,Protestantism,English,University,2,Newspaper/ Magazine,Basketball Court,4,Library,8,Agree,No,28/01/2022,Partly Like,46.0
49,Female,Hinduism,Filipino,Master or above,4,Newspaper/ Magazine,Canteen,7,Canteen,2,Disagree,No Comment,28/01/2022,Strongly Dislike,47.0
26,Female,Protestantism,Filipino,University,0,School Website,Hall,5,VA room,0,Neutral,Yes,29/01/2022,Strongly Dislike,26.0
39,Male,Sikhism,Mandarin,Master or above,1,Friends/Extended Family/Neighbour,Bio Lab,3,VA room,1,Strongly Disagree,No,28/01/2022,Strongly Like,19.0
44,Male,Hinduism,Indonesian,Master or above,1,Newspaper/ Magazine,Library,2,VA room,0,Strongly Agree,Yes,29/01/2022,Strongly Dislike,34.0
26,Male,Protestantism,Mandarin,Primary School or below,3,Social Media,Hall,0,VA room,9,Agree,Yes,28/01/2022,Partly Dislike,23.0
57,Male,Hinduism,Vietnamese,University,3,Friends/Extended Family/Neighbour,Basketball Court,0,Basketball Court,9,Strongly Disagree,No,28/01/2022,Normal,24.0
42,Male,Sikhism,Indonesian,University,1,Newspaper/ Magazine,Basketball Court,8,Hall,4,Neutral,Yes,29/01/2022,Partly Like,34.0
38,Genderqueer,Hinduism,English,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Hall,9,Phy Lab,1,Disagree,Yes,28/01/2022,Strongly Dislike,17.0
31,Male,Confucianism,Filipino,University,2,Social Media,Chem Lab,1,Bio Lab,7,Strongly Disagree,No,29/01/2022,Normal,26.0
51,Male,Sikhism,Cantonese,Master or above,3,Newspaper/ Magazine,Library,8,Library,6,Disagree,No,28/01/2022,Strongly Dislike,58.0
39,Female,Taoism,Filipino,Master or above,5,Social Media,Chem Lab,7,Chem Lab,8,Disagree,Yes,29/01/2022,Strongly Dislike,59.0
48,Male,Buddhism,Indonesian,Master or above,4,Social Media,Bio Lab,3,VA room,2,Disagree,Yes,28/01/2022,Partly Dislike,14.0
58,Genderqueer,Sikhism,Indonesian,Secondary School/Associate Degree/Diploma,4,Social Media,Library,5,Canteen,4,Agree,No,28/01/2022,Normal,49.0
53,Female,Catholicism,Filipino,University,4,Newspaper/ Magazine,Chem Lab,6,Phy Lab,7,Strongly Agree,Yes,28/01/2022,Partly Dislike,37.0
19,Female,Catholicism,English,Master or above,3,Friends/Extended Family/Neighbour,Phy Lab,9,Canteen,2,Strongly Agree,No,28/01/2022,Partly Like,14.0
20,Male,Confucianism,Indonesian,Master or above,5,Social Media,Canteen,7,Hall,6,Agree,Yes,29/01/2022,Strongly Dislike,22.0
59,Male,Protestantism,English,Master or above,0,Friends/Extended Family/Neighbour,Bio Lab,6,VA room,6,Disagree,Yes,29/01/2022,Partly Dislike,27.0
54,Male,Chinese God,Vietnamese,Master or above,3,School Website,Phy Lab,5,Chem Lab,5,Disagree,No,28/01/2022,Normal,56.0
24,Male,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Canteen,4,Library,6,Strongly Agree,No,29/01/2022,Strongly Dislike,52.0
60,Male,Protestantism,Indonesian,Secondary School/Associate Degree/Diploma,2,Social Media,Library,10,Basketball Court,7,Strongly Disagree,Yes,29/01/2022,Strongly Dislike,18.0
24,Male,Sikhism,Filipino,University,5,School Website,Canteen,10,Hall,3,Neutral,Yes,28/01/2022,Strongly Like,26.0
